player,date,is_b2b,proj_pts,actual_pts,diff,notes
Maxime Raynaud,2026-01-06,False,11.7,14,-2.3000000000000007, [RIM_RUNNER] +P&R_ROLL_MAN | Size Advantage (O-Boards) | Roll Man vs Small Ball
Russell Westbrook,2026-01-06,False,16.5,11,5.5, [JUMBO_CREATOR] +P&R_HANDLER+TRANSITION | Size Mismatch (Guard) | Hustle Guard
Anthony Davis,2026-01-06,False,19.2,19,0.1999999999999993, [RIM_RUNNER] +POST_UP
Cooper Flagg,2026-01-06,False,21.3,20,1.3000000000000007, [JUMBO_CREATOR] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel | Hustle Guard
Precious Achiuwa,2026-01-06,False,7.4,9,-1.5999999999999996, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter vs Small Ball | Roll Man vs Small Ball
Naz Reid,2026-01-06,False,13.4,14,-0.5999999999999996, [STRETCH_BIG] +SPOT_UP
Norman Powell,2026-01-06,False,20.4,21,-0.6000000000000014, [SNIPER] +TRANSITION+SPOT_UP | Transition Tax | Spot-Up vs Pack
Julius Randle,2026-01-06,False,19.3,15,4.300000000000001, [JUMBO_CREATOR] +P&R_HANDLER | P&R Blitz Tax | Hustle Guard
Rudy Gobert,2026-01-06,False,9.7,13,-3.3000000000000007, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Blitz
Kel'el Ware,2026-01-06,False,10.1,7,3.0999999999999996, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax | Hustle Guard
Jaden McDaniels,2026-01-06,False,10.7,19,-8.3, [GENERALIST]
Donte DiVincenzo,2026-01-06,False,11.9,12,-0.09999999999999964, [GENERALIST] +SPOT_UP
Pelle Larsson,2026-01-06,False,9.3,7,2.3000000000000007, [GENERALIST]
Andrew Wiggins,2026-01-06,False,13.1,10,3.0999999999999996, [GENERALIST]
Tyler Herro,2026-01-06,False,21.5,17,4.5, [STRETCH_BIG] +ISO_SCORER+TRANSITION | MIN Paint Pack Edge | Transition Tax
Anthony Edwards,2026-01-06,False,26.3,26,0.3000000000000007, [ELITE_SCORER] / SNIPER +ISO_SCORER+P&R_HANDLER | ISO Tax vs Blitz | P&R Blitz Tax
Davion Mitchell,2026-01-06,False,8.0,4,4.0, [FACILITATOR] +TRANSITION | Transition Tax
Nikola Jovic,2026-01-06,False,13.2,9,4.199999999999999, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Bam Adebayo,2026-01-06,False,15.2,7,8.2, [GENERALIST] | Hustle Guard
Goga Bitadze,2026-01-06,False,3.6,10,-6.4, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK
Marvin Bagley III,2026-01-06,False,9.2,12,-2.8000000000000007, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop | Hustle Guard
Paolo Banchero,2026-01-06,False,21.3,14,7.300000000000001, [HUB_BIG] / JUMBO_CREATOR +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Jase Richardson,2026-01-06,False,6.7,20,-13.3, [GENERALIST]
Alex Sarr,2026-01-06,False,12.9,23,-10.1, [GENERALIST] +TRANSITION | Transition Tax | Hustle Guard
Desmond Bane,2026-01-06,False,18.4,15,3.3999999999999986, [GENERALIST] +P&R_HANDLER+ISO_SCORER | PnR Handler vs Funnel
Tre Johnson,2026-01-06,False,10.7,6,4.699999999999999, [GENERALIST]
Tristan da Silva,2026-01-06,False,7.3,13,-5.7, [GENERALIST]
Carlton Carrington,2026-01-06,False,9.2,6,3.1999999999999993, [GENERALIST]
Tyus Jones,2026-01-06,False,4.4,3,1.4000000000000004, [GENERALIST]
Jett Howard,2026-01-06,False,3.3,10,-6.7, [GENERALIST]
Khris Middleton,2026-01-06,False,9.0,11,-2.0, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
CJ McCollum,2026-01-06,False,16.4,27,-10.600000000000001, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Justin Champagnie,2026-01-06,False,8.1,17,-8.9, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax | Hustle Guard
Anthony Black,2026-01-06,False,18.8,6,12.8, [GENERALIST] +TRANSITION | Transition Chaos
Bilal Coulibaly,2026-01-06,False,12.7,14,-1.3000000000000007, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop | Hustle Guard
Wendell Carter Jr.,2026-01-06,False,11.9,2,9.9, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Hustle Guard
Noah Penda,2026-01-06,False,4.2,10,-5.8, [GENERALIST] +P&R_ROLL_MAN
Yves Missi,2026-01-06,False,3.5,8,-4.5, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop
Derik Queen,2026-01-06,False,13.6,10,3.5999999999999996, [HUB_BIG]
Herbert Jones,2026-01-06,False,9.4,3,6.4, [GENERALIST]
Trey Murphy III,2026-01-06,False,15.5,42,-26.5, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Luka Doncic,2026-01-06,False,30.8,30,0.8000000000000007, [ELITE_SCORER] / JUMBO_CREATOR +ISO_SCORER+P&R_HANDLER
Jarred Vanderbilt,2026-01-06,False,4.9,7,-2.0999999999999996, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER
Jordan Poole,2026-01-06,False,15.8,0,15.8, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Jose Alvarado,2026-01-06,False,5.5,5,0.5, [GENERALIST]
Jaxson Hayes,2026-01-06,False,5.3,2,3.3, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK
LeBron James,2026-01-06,False,21.1,30,-8.899999999999999, [GENERALIST] +ISO_SCORER+TRANSITION | Hustle Guard
Jake LaRavia,2026-01-06,False,9.6,5,4.6, [GENERALIST] +P&R_ROLL_MAN
Deandre Ayton,2026-01-06,False,8.5,18,-9.5, [GENERALIST] +OFF_BALL_CUTTER+POST_UP | Hustle Guard
Zion Williamson,2026-01-06,False,19.5,15,4.5, [GENERALIST] +TRANSITION+ISO_SCORER | Transition Tax | Hustle Guard
Marcus Smart,2026-01-06,False,9.1,13,-3.9000000000000004, [GENERALIST] +SPOT_UP
Jeremiah Fears,2026-01-06,False,12.0,9,3.0, [GENERALIST] +TRANSITION | Transition Tax
Sam Merrill,2026-01-06,False,9.7,19,-9.3, [GENERALIST] +SPOT_UP
Darius Garland,2026-01-06,False,16.4,29,-12.600000000000001, [GENERALIST] +P&R_HANDLER+ISO_SCORER
Ben Sheppard,2026-01-06,False,6.5,6,0.5, [GENERALIST]
Jaylon Tyson,2026-01-06,False,11.4,3,8.4, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Hustle Guard
T.J. McConnell,2026-01-06,False,8.0,7,1.0, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Micah Potter,2026-01-06,False,6.3,11,-4.7, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Andrew Nembhard,2026-01-06,False,16.5,15,1.5, [GENERALIST] +P&R_HANDLER+ISO_SCORER | P&R Drop Edge
Nae'Qwan Tomlin,2026-01-06,False,4.9,7,-2.0999999999999996, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER
Craig Porter Jr.,2026-01-06,False,3.4,8,-4.6, [GENERALIST]
De'Andre Hunter,2026-01-06,False,12.0,12,0.0, [GENERALIST]
Johnny Furphy,2026-01-06,False,4.7,9,-4.3, [GENERALIST]
Jarace Walker,2026-01-06,False,7.0,10,-3.0, [GENERALIST]
Aaron Nesmith,2026-01-06,False,10.6,14,-3.4000000000000004, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Jay Huff,2026-01-06,False,7.7,20,-12.3, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack
Evan Mobley,2026-01-06,False,13.0,20,-7.0, [GENERALIST] +P&R_ROLL_MAN+TRANSITION | Fast Break Edge | Hustle Guard
Pascal Siakam,2026-01-06,False,20.8,22,-1.1999999999999993, [GENERALIST] +TRANSITION+ISO_SCORER | Transition Tax | Hustle Guard
Jarrett Allen,2026-01-06,False,9.9,19,-9.1, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Jamal Shead,2026-01-07,False,8.5,4,4.5, [FACILITATOR]
Ja'Kobe Walter,2026-01-07,False,6.4,3,3.4000000000000004, [GENERALIST]
LaMelo Ball,2026-01-07,False,16.0,15,1.0, [GENERALIST] +TRANSITION+SPOT_UP
Immanuel Quickley,2026-01-07,False,16.0,21,-5.0, [GENERALIST] +TRANSITION+P&R_HANDLER | Fast Break Edge
Scottie Barnes,2026-01-07,False,15.7,17,-1.3000000000000007, [HUB_BIG] / JUMBO_CREATOR +TRANSITION | Fast Break Edge
Liam McNeeley,2026-01-07,False,2.1,7,-4.9, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Miles Bridges,2026-01-07,False,15.8,12,3.8000000000000007, [STRETCH_BIG] +SPOT_UP+TRANSITION
Tidjane Salaun,2026-01-07,False,3.1,4,-0.8999999999999999, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Sion James,2026-01-07,False,6.0,8,-2.0, [GENERALIST]
Kon Knueppel,2026-01-07,False,16.7,11,5.699999999999999, [GENERALIST] +SPOT_UP+TRANSITION
Moussa Diabate,2026-01-07,False,6.2,6,0.20000000000000018, [HUB_BIG] / FACILITATOR +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter vs Blitz | Roll Man Tax
RJ Barrett,2026-01-07,False,17.3,28,-10.7, [GENERALIST] +SPOT_UP | Hustle Guard
Collin Murray-Boyles,2026-01-07,False,7.0,4,3.0, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Sandro Mamukelashvili,2026-01-07,False,9.0,10,-1.0, [GENERALIST] +P&R_ROLL_MAN | Hustle Guard
Collin Sexton,2026-01-07,False,12.6,22,-9.4, [GENERALIST]
Gabe Vincent,2026-01-07,True,2.6,6,-3.4, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Jarred Vanderbilt,2026-01-07,True,5.0,4,1.0, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Road B2B (Fatigue) | Hustle Guard
Stephon Castle,2026-01-07,True,16.1,15,1.1000000000000014, [GENERALIST] +P&R_HANDLER+TRANSITION | Home B2B | P&R Drop Edge | Transition Tax
Harrison Barnes,2026-01-07,True,9.1,7,2.0999999999999996, [GENERALIST] +SPOT_UP | Home B2B | Spot-Up vs Pack
Marcus Smart,2026-01-07,True,8.5,2,6.5, [GENERALIST] +SPOT_UP | Road B2B (Fatigue) + Guard Tax
Dalton Knecht,2026-01-07,True,2.6,2,0.6000000000000001, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue)
De'Aaron Fox,2026-01-07,True,15.2,14,1.1999999999999993, [GENERALIST] +P&R_HANDLER+ISO_SCORER | Home B2B | P&R Drop Edge
Luka Doncic,2026-01-07,True,27.9,38,-10.100000000000001, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | Road B2B (Fatigue) + Guard Tax
Dylan Harper,2026-01-07,True,9.8,2,7.800000000000001, [GENERALIST] | Home B2B
Keldon Johnson,2026-01-07,True,9.6,27,-17.4, [GENERALIST] +P&R_ROLL_MAN | Home B2B | Roll Man vs Drop | Hustle Guard
Jaxson Hayes,2026-01-07,True,4.8,10,-5.2, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Road B2B (Fatigue)
Jake LaRavia,2026-01-07,True,9.0,16,-7.0, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue)
Deandre Ayton,2026-01-07,True,8.8,9,-0.1999999999999993, [GENERALIST] +OFF_BALL_CUTTER+POST_UP | Road B2B (Fatigue) | Hustle Guard
Julian Champagnie,2026-01-07,True,8.4,11,-2.5999999999999996, [STRETCH_BIG] +P&R_ROLL_MAN+SPOT_UP | Home B2B | LAL Paint Pack Edge | Roll Man vs Drop | Spot-Up vs Pack
Luke Kornet,2026-01-07,True,6.4,7,-0.5999999999999996, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Home B2B | Cutter Tax | Hustle Guard
Victor Wembanyama,2026-01-07,True,17.8,16,1.8000000000000007, [GENERALIST] | Home B2B | Hustle Guard
Brandin Podziemski,2026-01-07,False,9.3,2,7.300000000000001, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Giannis Antetokounmpo,2026-01-07,False,24.2,34,-9.8, [GENERALIST] | Hustle Guard
Jimmy Butler,2026-01-07,False,19.3,21,-1.6999999999999993, [GENERALIST]
Gary Trent Jr.,2026-01-07,False,6.9,5,1.9000000000000004, [GENERALIST]
Kyle Kuzma,2026-01-07,False,11.1,13,-1.9000000000000004, [GENERALIST] | Hustle Guard
Gui Santos,2026-01-07,False,2.9,2,0.8999999999999999, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
AJ Green,2026-01-07,False,8.3,11,-2.6999999999999993, [GENERALIST] +SPOT_UP+TRANSITION
Bobby Portis,2026-01-07,False,13.1,6,7.1, [GENERALIST] +SPOT_UP | Hustle Guard
Stephen Curry,2026-01-07,False,24.6,31,-6.399999999999999, [ELITE_SCORER] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Moses Moody,2026-01-07,False,8.4,9,-0.5999999999999996, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack
De'Anthony Melton,2026-01-07,False,8.3,22,-13.7, [GENERALIST]
Quinten Post,2026-01-07,False,8.3,11,-2.6999999999999993, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Draymond Green,2026-01-07,False,7.5,14,-6.5, [HUB_BIG] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack
Myles Turner,2026-01-07,False,11.9,13,-1.0999999999999996, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
Kevin Porter Jr.,2026-01-07,False,16.9,15,1.8999999999999986, [GENERALIST] +P&R_HANDLER+ISO_SCORER | Hustle Guard
Ryan Rollins,2026-01-07,False,13.3,16,-2.6999999999999993, [GENERALIST] +P&R_HANDLER+TRANSITION
Al Horford,2026-01-07,False,7.1,8,-0.9000000000000004, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Sidy Cissoko,2026-01-07,False,7.7,0,7.7, [GENERALIST]
Tari Eason,2026-01-07,False,10.9,15,-4.1, [GENERALIST] +SPOT_UP | Hustle Guard
Reed Sheppard,2026-01-07,False,12.3,8,4.300000000000001, [GENERALIST] +P&R_HANDLER
Deni Avdija,2026-01-07,False,24.7,41,-16.3, [JUMBO_CREATOR] +P&R_HANDLER+TRANSITION | P&R Blitz Tax | Hustle Guard
Robert Williams III,2026-01-07,False,4.3,3,1.2999999999999998, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Blitz | Hustle Guard
Kevin Durant,2026-01-07,False,20.3,37,-16.7, [GENERALIST] +ISO_SCORER+SPOT_UP | Hustle Guard
Rayan Rupert,2026-01-07,False,3.4,0,3.4, [GENERALIST]
Shaedon Sharpe,2026-01-07,False,20.1,20,0.10000000000000142, [GENERALIST] +ISO_SCORER+P&R_HANDLER | ISO Tax vs Blitz | P&R Blitz Tax
Amen Thompson,2026-01-07,False,15.5,24,-8.5, [HUB_BIG] / JUMBO_CREATOR +TRANSITION | Fast Break Edge
Steven Adams,2026-01-07,False,6.6,7,-0.40000000000000036, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Hustle Guard
Toumani Camara,2026-01-07,False,12.0,14,-2.0, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Roll Man Tax
Donovan Clingan,2026-01-07,False,9.9,12,-2.0999999999999996, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man Tax | Cutter vs Blitz | Hustle Guard
Jabari Smith,2026-01-07,False,13.3,6,7.300000000000001, [STRETCH_BIG] +SPOT_UP
Yang Hansen,2026-01-07,False,2.4,3,-0.6000000000000001, [GENERALIST] +POST_UP+OFF_BALL_CUTTER | Cutter vs Blitz
Caleb Love,2026-01-07,False,10.6,10,0.5999999999999996, [GENERALIST] +P&R_HANDLER | P&R Blitz Tax
Paolo Banchero,2026-01-07,True,20.2,30,-9.8, [HUB_BIG] / JUMBO_CREATOR +ISO_SCORER+P&R_HANDLER | Road B2B (Fatigue) | ISO Tax vs Blitz | P&R Blitz Tax
Danny Wolf,2026-01-07,False,8.1,6,2.0999999999999996, [GENERALIST]
Cam Thomas,2026-01-07,False,16.3,10,6.300000000000001, [GENERALIST] +ISO_SCORER
Michael Porter Jr.,2026-01-07,False,20.7,34,-13.3, [ELITE_SCORER] / STRETCH_BIG +SPOT_UP | Spot-Up vs Pack
Nicolas Claxton,2026-01-07,False,11.7,7,4.699999999999999, [GENERALIST] | Hustle Guard
Day'Ron Sharpe,2026-01-07,False,7.2,5,2.2, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax | Hustle Guard
Egor Demin,2026-01-07,False,10.7,18,-7.300000000000001, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax | Hustle Guard
Desmond Bane,2026-01-07,True,16.9,9,7.899999999999999, [GENERALIST] +P&R_HANDLER+ISO_SCORER | Road B2B (Fatigue) + Guard Tax | P&R Blitz Tax | ISO Tax vs Blitz
Nolan Traore,2026-01-07,False,5.7,6,-0.2999999999999998, [GENERALIST]
Tristan da Silva,2026-01-07,True,7.0,14,-7.0, [GENERALIST] | Road B2B (Fatigue)
Ziaire Williams,2026-01-07,False,6.6,5,1.5999999999999996, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack
Tyus Jones,2026-01-07,True,4.2,3,1.2000000000000002, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Noah Clowney,2026-01-07,False,13.7,10,3.6999999999999993, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Anthony Black,2026-01-07,True,16.9,5,11.899999999999999, [GENERALIST] +TRANSITION | Road B2B (Fatigue) + Guard Tax
Wendell Carter Jr.,2026-01-07,True,10.7,20,-9.3, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Road B2B (Fatigue) | Roll Man Tax | Hustle Guard
Noah Penda,2026-01-07,True,4.6,13,-8.4, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue) | Roll Man Tax
Drake Powell,2026-01-07,False,5.2,2,3.2, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Isaiah Stewart,2026-01-07,False,8.6,31,-22.4, [GENERALIST] +P&R_ROLL_MAN
Ayo Dosunmu,2026-01-07,False,10.1,24,-13.9, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Ron Holland,2026-01-07,False,6.7,11,-4.3, [GENERALIST] | Hustle Guard
Jaden Ivey,2026-01-07,False,7.7,8,-0.2999999999999998, [GENERALIST]
Paul Reed,2026-01-07,False,3.6,9,-5.4, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN
Kevin Huerter,2026-01-07,False,10.2,8,2.1999999999999993, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Nikola Vucevic,2026-01-07,False,14.3,20,-5.699999999999999, [HUB_BIG] / JUMBO_CREATOR +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Duncan Robinson,2026-01-07,False,9.0,12,-3.0, [GENERALIST] +SPOT_UP+TRANSITION | Transition Chaos
Ausar Thompson,2026-01-07,False,11.1,11,0.09999999999999964, [GENERALIST] | Hustle Guard
Daniss Jenkins,2026-01-07,False,5.5,2,3.5, [GENERALIST]
Isaac Okoro,2026-01-07,False,8.0,2,6.0, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax
Tre Jones,2026-01-07,False,9.5,6,3.5, [FACILITATOR]
Lachlan Olbrich,2026-01-07,False,0.9,2,-1.1, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop
Matas Buzelis,2026-01-07,False,12.9,20,-7.1, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Javonte Green,2026-01-07,False,6.9,11,-4.1, [GENERALIST]
Ivica Zubac,2026-01-07,False,9.5,22,-12.5, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK
Kris Dunn,2026-01-07,False,7.0,7,0.0, [GENERALIST]
Jalen Brunson,2026-01-07,False,26.4,26,0.3999999999999986, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | ISO Mismatch | ISO vs Perimeter
Miles McBride,2026-01-07,False,11.3,16,-4.699999999999999, [GENERALIST] +SPOT_UP+P&R_HANDLER | Spot-Up Tax
Mitchell Robinson,2026-01-07,False,4.9,4,0.9000000000000004, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK | Size Advantage (O-Boards) | Cutter vs Small Ball | Putback vs Small
Brook Lopez,2026-01-07,False,7.4,6,1.4000000000000004, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP
Mikal Bridges,2026-01-07,False,12.9,15,-2.0999999999999996, [GENERALIST] +P&R_HANDLER+TRANSITION
Jordan Clarkson,2026-01-07,False,8.8,12,-3.1999999999999993, [GENERALIST]
Karl-Anthony Towns,2026-01-07,False,17.3,20,-2.6999999999999993, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Small Ball | Spot-Up Tax | Hustle Guard
Nicolas Batum,2026-01-07,False,4.4,3,1.4000000000000004, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
John Collins,2026-01-07,False,9.8,18,-8.2, [GENERALIST] +P&R_ROLL_MAN
James Harden,2026-01-07,False,21.6,23,-1.3999999999999986, [GENERALIST] +ISO_SCORER+P&R_HANDLER
Kobe Sanders,2026-01-07,False,4.7,0,4.7, [GENERALIST]
Kawhi Leonard,2026-01-07,False,26.3,25,1.3000000000000007, [ELITE_SCORER] +ISO_SCORER+TRANSITION
OG Anunoby,2026-01-07,False,14.5,20,-5.5, [GENERALIST] +SPOT_UP | Spot-Up Tax | Hustle Guard
Yves Missi,2026-01-07,True,3.4,5,-1.6, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Road B2B (Fatigue)
Derik Queen,2026-01-07,True,12.5,6,6.5, [HUB_BIG] / JUMBO_CREATOR | Road B2B (Fatigue)
Vit Krejci,2026-01-07,False,7.0,5,2.0, [GENERALIST] +SPOT_UP
Jalen Johnson,2026-01-07,False,21.4,19,2.3999999999999986, [HUB_BIG] / JUMBO_CREATOR +P&R_HANDLER+TRANSITION
Kristaps Porzingis,2026-01-07,False,11.8,13,-1.1999999999999993, [GENERALIST] +SPOT_UP
Micah Peavy,2026-01-07,True,3.4,11,-7.6, [GENERALIST] +P&R_ROLL_MAN+POST_UP | Road B2B (Fatigue)
Nickeil Alexander-Walker,2026-01-07,False,18.7,17,1.6999999999999993, [SNIPER] +SPOT_UP+TRANSITION
Dyson Daniels,2026-01-07,False,12.6,13,-0.40000000000000036, [JUMBO_CREATOR] / FACILITATOR +TRANSITION | Hustle Guard
Jordan Poole,2026-01-07,True,14.0,21,-7.0, [GENERALIST] +P&R_HANDLER | Road B2B (Fatigue) | PnR Handler vs Funnel
Mouhamed Gueye,2026-01-07,False,2.6,10,-7.4, [GENERALIST] +P&R_ROLL_MAN
Luke Kennard,2026-01-07,False,4.6,13,-8.4, [GENERALIST]
Zaccharie Risacher,2026-01-07,False,9.1,25,-15.9, [GENERALIST] +P&R_ROLL_MAN
Jordan Hawkins,2026-01-07,True,3.0,0,3.0, [GENERALIST] | Road B2B (Fatigue)
Bryce McGowens,2026-01-07,True,5.9,20,-14.1, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue)
Zion Williamson,2026-01-07,True,18.0,22,-4.0, [GENERALIST] +TRANSITION+ISO_SCORER | Road B2B (Fatigue) | Transition Chaos | Hustle Guard
Jeremiah Fears,2026-01-07,True,11.4,11,0.40000000000000036, [GENERALIST] +TRANSITION | Road B2B (Fatigue) | Transition Chaos
Paul George,2026-01-07,False,15.1,23,-7.9, [GENERALIST] | Hustle Guard
Joel Embiid,2026-01-07,False,26.3,28,-1.6999999999999993, [GENERALIST] | Hustle Guard
Marvin Bagley III,2026-01-07,True,8.8,9,-0.1999999999999993, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Road B2B (Fatigue) | Cutter Tax | Roll Man vs Drop | Hustle Guard
AJ Johnson,2026-01-07,True,2.2,6,-3.8, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Anthony Gill,2026-01-07,True,0.9,8,-7.1, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Road B2B (Fatigue) | Cutter Tax | Roll Man vs Drop
Alex Sarr,2026-01-07,True,12.8,15,-2.1999999999999993, [GENERALIST] +TRANSITION | Road B2B (Fatigue) | Transition Tax | Hustle Guard
Malaki Branham,2026-01-07,True,2.7,8,-5.3, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Quentin Grimes,2026-01-07,False,9.8,16,-6.199999999999999, [GENERALIST]
Tre Johnson,2026-01-07,True,9.6,20,-10.4, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Dom Barlow,2026-01-07,False,4.8,11,-6.2, [GENERALIST]
Carlton Carrington,2026-01-07,True,8.4,18,-9.6, [GENERALIST] | Road B2B (Fatigue)
Tyrese Maxey,2026-01-07,False,24.4,22,2.3999999999999986, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Justin Champagnie,2026-01-07,True,7.5,6,1.5, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Road B2B (Fatigue) | Roll Man vs Drop | Cutter Tax | Hustle Guard
Bilal Coulibaly,2026-01-07,True,11.8,18,-6.199999999999999, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue) | Roll Man vs Drop | Hustle Guard
VJ Edgecombe,2026-01-07,False,18.0,13,5.0, [GENERALIST] +TRANSITION | Transition Chaos
Brice Sensabaugh,2026-01-07,False,10.3,13,-2.6999999999999993, [GENERALIST]
Jalen Williams,2026-01-07,False,16.1,17,-0.8999999999999986, [GENERALIST] +TRANSITION+ISO_SCORER | Transition Chaos
Ajay Mitchell,2026-01-07,False,10.4,16,-5.6, [GENERALIST] +TRANSITION | Transition Chaos
Svi Mykhailiuk,2026-01-07,False,7.3,8,-0.7000000000000002, [GENERALIST]
Luguentz Dort,2026-01-07,False,7.7,6,1.7000000000000002, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
Walter Clayton Jr.,2026-01-07,False,5.8,15,-9.2, [GENERALIST]
Cason Wallace,2026-01-07,False,6.0,4,2.0, [GENERALIST]
Chet Holmgren,2026-01-07,False,13.4,23,-9.6, [GENERALIST] | Hustle Guard
Lauri Markkanen,2026-01-07,False,23.7,29,-5.300000000000001, [ELITE_SCORER] / STRETCH_BIG +SPOT_UP | Spot-Up vs Pack
Aaron Wiggins,2026-01-07,False,6.6,7,-0.40000000000000036, [GENERALIST]
Keyonte George,2026-01-07,False,23.2,25,-1.8000000000000007, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
