player,date,is_b2b,proj_pts,actual_pts,diff,notes
Jericho Sims,2025-12-21,False,2.9,9,-6.1, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax | Hustle Guard
Rudy Gobert,2025-12-21,False,10.5,11,-0.5, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax
AJ Green,2025-12-21,False,7.8,4,3.8, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Kevin Porter Jr.,2025-12-21,False,17.2,24,-6.800000000000001, [GENERALIST] +P&R_HANDLER+ISO_SCORER | P&R Drop Edge
Victor Wembanyama,2025-12-21,False,17.2,14,3.1999999999999993, [GENERALIST] | Hustle Guard
Luke Kornet,2025-12-21,False,6.1,20,-13.9, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Hustle Guard
Harrison Barnes,2025-12-21,False,11.6,14,-2.4000000000000004, [GENERALIST] +SPOT_UP
Dylan Harper,2025-12-21,False,12.6,1,11.6, [GENERALIST]
Jamir Watkins,2025-12-21,True,2.7,4,-1.2999999999999998, [GENERALIST] +OFF_BALL_CUTTER | Home B2B | Cutter Tax
Bub Carrington,2025-12-21,True,9.4,21,-11.6, [GENERALIST] +ISO_SCORER+P&R_HANDLER | Home B2B | P&R Drop Edge
Julian Champagnie,2025-12-21,False,9.9,3,6.9, [STRETCH_BIG] +P&R_ROLL_MAN+SPOT_UP
Kyshawn George,2025-12-21,True,11.0,14,-3.0, [FACILITATOR] +P&R_HANDLER+TRANSITION | Home B2B | P&R Drop Edge | Transition Tax | Hustle Guard
Will Riley,2025-12-21,True,5.3,8,-2.7, [GENERALIST] | Home B2B
Malaki Branham,2025-12-21,True,3.4,9,-5.6, [GENERALIST] | Home B2B + Guard Tax
Devin Vassell,2025-12-21,False,14.9,11,3.9000000000000004, [GENERALIST]
Keldon Johnson,2025-12-21,False,10.3,12,-1.6999999999999993, [GENERALIST] +P&R_ROLL_MAN | Hustle Guard
CJ McCollum,2025-12-21,True,17.0,15,2.0, [GENERALIST] +P&R_HANDLER+TRANSITION | Home B2B + Guard Tax | P&R Drop Edge | Transition Tax
Justin Champagnie,2025-12-21,True,6.4,5,1.4000000000000004, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Home B2B | Roll Man vs Drop | Cutter Tax | Hustle Guard
Stephon Castle,2025-12-21,False,16.3,18,-1.6999999999999993, [GENERALIST] +P&R_HANDLER+TRANSITION | PnR Handler vs Funnel | Transition Chaos
Tristan Vukcevic,2025-12-21,True,8.8,18,-9.2, [GENERALIST] +P&R_ROLL_MAN | Home B2B | Roll Man vs Drop
Tre Johnson,2025-12-21,True,8.6,19,-10.4, [GENERALIST] | Home B2B + Guard Tax
De'Aaron Fox,2025-12-21,False,19.5,27,-7.5, [GENERALIST] +P&R_HANDLER+ISO_SCORER | PnR Handler vs Funnel
Reed Sheppard,2025-12-21,True,11.5,15,-3.5, [GENERALIST] +P&R_HANDLER | Road B2B (Fatigue) + Guard Tax | PnR Handler vs Funnel
Keegan Murray,2025-12-21,True,14.4,26,-11.6, [STRETCH_BIG] | Home B2B
Maxime Raynaud,2025-12-21,True,10.6,12,-1.4000000000000004, [GENERALIST] +P&R_ROLL_MAN | Home B2B | Roll Man Tax | Hustle Guard
Precious Achiuwa,2025-12-21,True,7.1,5,2.0999999999999996, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Home B2B | Cutter vs Blitz | Roll Man Tax | Hustle Guard
Nique Clifford,2025-12-21,True,4.2,6,-1.7999999999999998, [GENERALIST] | Home B2B + Guard Tax
Jabari Smith Jr.,2025-12-21,True,14.0,18,-4.0, [STRETCH_BIG] +SPOT_UP | Road B2B (Fatigue)
Amen Thompson,2025-12-21,True,15.4,18,-2.5999999999999996, [HUB_BIG] / JUMBO_CREATOR +TRANSITION | Road B2B (Fatigue) + Guard Tax | Transition Chaos
Russell Westbrook,2025-12-21,True,12.9,21,-8.1, [JUMBO_CREATOR] / FACILITATOR +P&R_HANDLER+TRANSITION | Home B2B + Guard Tax | P&R Blitz Tax | Hustle Guard
DeMar DeRozan,2025-12-21,True,14.6,27,-12.4, [GENERALIST] +ISO_SCORER+P&R_HANDLER | Home B2B | ISO Tax vs Blitz | P&R Blitz Tax
Kevin Durant,2025-12-21,True,18.4,24,-5.600000000000001, [GENERALIST] +ISO_SCORER+SPOT_UP | Road B2B (Fatigue)
Josh Okogie,2025-12-21,True,5.7,3,2.7, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Dylan Cardwell,2025-12-21,True,6.4,2,4.4, [GENERALIST] +P&R_ROLL_MAN+POST_UP | Home B2B | Roll Man Tax | Hustle Guard
Alperen Sengun,2025-12-21,True,20.2,28,-7.800000000000001, [HUB_BIG] / JUMBO_CREATOR +TRANSITION | Road B2B (Fatigue) | Transition Chaos
Dennis Schröder,2025-12-21,True,11.4,24,-12.6, [FACILITATOR] +P&R_HANDLER | Home B2B + Guard Tax | P&R Blitz Tax
Moussa Diabaté,2025-12-22,False,4.7,5,-0.2999999999999998, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop | Hustle Guard
Jarrett Allen,2025-12-22,False,9.2,12,-2.8000000000000007, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Tre Mann,2025-12-22,False,6.4,13,-6.6, [GENERALIST]
Jaylon Tyson,2025-12-22,False,11.7,0,11.7, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Hustle Guard
LaMelo Ball,2025-12-22,False,16.0,23,-7.0, [GENERALIST] +TRANSITION+SPOT_UP | Transition Tax | Spot-Up vs Pack
Thomas Bryant,2025-12-22,False,5.1,10,-4.9, [GENERALIST] +P&R_ROLL_MAN
De'Andre Hunter,2025-12-22,False,11.6,27,-15.4, [GENERALIST]
Lonzo Ball,2025-12-22,False,6.8,6,0.7999999999999998, [GENERALIST]
Donovan Mitchell,2025-12-22,False,26.2,30,-3.8000000000000007, [ELITE_SCORER] +ISO_SCORER+TRANSITION | Fast Break Edge
Kon Knueppel,2025-12-22,False,16.4,20,-3.6000000000000014, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Dean Wade,2025-12-22,False,5.1,14,-8.9, [GENERALIST] +P&R_ROLL_MAN
Tidjane Salaün,2025-12-22,False,6.9,2,4.9, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Miles Bridges,2025-12-22,False,18.6,17,1.6000000000000014, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Sion James,2025-12-22,False,6.1,7,-0.9000000000000004, [GENERALIST]
Josh Green,2025-12-22,False,3.5,10,-6.5, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Brandon Miller,2025-12-22,False,18.7,20,-1.3000000000000007, [GENERALIST] +TRANSITION | Transition Tax
Darius Garland,2025-12-22,False,18.2,27,-8.8, [GENERALIST] +P&R_HANDLER+ISO_SCORER
Andrew Nembhard,2025-12-22,False,15.7,20,-4.300000000000001, [GENERALIST] +P&R_HANDLER+ISO_SCORER | P&R Drop Edge
Neemias Queta,2025-12-22,False,8.0,8,0.0, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Hustle Guard
Quenton Jackson,2025-12-22,False,5.6,9,-3.4000000000000004, [GENERALIST]
Jaylen Brown,2025-12-22,False,29.1,31,-1.8999999999999986, [JUMBO_CREATOR] +ISO_SCORER+P&R_HANDLER | Hustle Guard
Bennedict Mathurin,2025-12-22,False,14.9,16,-1.0999999999999996, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Anfernee Simons,2025-12-22,False,10.6,11,-0.40000000000000036, [GENERALIST] +ISO_SCORER
Derrick White,2025-12-22,False,17.9,19,-1.1000000000000014, [GENERALIST] +ISO_SCORER+TRANSITION | Fast Break Edge
Hugo González,2025-12-22,False,4.3,6,-1.7000000000000002, [GENERALIST] +P&R_ROLL_MAN
Pascal Siakam,2025-12-22,False,21.2,25,-3.8000000000000007, [GENERALIST] +TRANSITION+ISO_SCORER | Transition Tax | Hustle Guard
Jay Huff,2025-12-22,False,8.7,3,5.699999999999999, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack
Payton Pritchard,2025-12-22,False,15.0,11,4.0, [GENERALIST] +P&R_HANDLER+ISO_SCORER
Luka Garza,2025-12-22,False,3.6,6,-2.4, [GENERALIST] +P&R_ROLL_MAN
Johnny Furphy,2025-12-22,False,3.5,3,0.5, [GENERALIST]
Sam Hauser,2025-12-22,False,6.1,6,0.09999999999999964, [GENERALIST] +SPOT_UP
Ethan Thompson,2025-12-22,False,4.4,13,-8.6, [GENERALIST]
Anthony Davis,2025-12-22,False,17.9,35,-17.1, [GENERALIST] +POST_UP | Post vs Small Ball | Hustle Guard
Jeremiah Fears,2025-12-22,False,14.4,12,2.4000000000000004, [GENERALIST] +TRANSITION
Caleb Martin,2025-12-22,False,1.8,4,-2.2, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter vs Small Ball | Roll Man vs Small Ball
Saddiq Bey,2025-12-22,False,16.7,19,-2.3000000000000007, [GENERALIST] | Hustle Guard
Herbert Jones,2025-12-22,False,10.0,9,1.0, [GENERALIST]
Jordan Poole,2025-12-22,False,16.5,14,2.5, [GENERALIST] +P&R_HANDLER
Klay Thompson,2025-12-22,False,11.3,20,-8.7, [GENERALIST] +SPOT_UP+P&R_HANDLER | Spot-Up Tax
Trey Murphy III,2025-12-22,False,17.8,11,6.800000000000001, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up Tax | Hustle Guard
Zion Williamson,2025-12-22,False,19.5,24,-4.5, [GENERALIST] +TRANSITION+ISO_SCORER | ISO vs Perimeter
Ryan Nembhard,2025-12-22,False,7.9,4,3.9000000000000004, [FACILITATOR] +P&R_HANDLER
Cooper Flagg,2025-12-22,False,20.7,16,4.699999999999999, [GENERALIST] +ISO_SCORER+P&R_HANDLER | ISO vs Perimeter | Hustle Guard
P.J. Washington,2025-12-22,False,15.9,8,7.9, [GENERALIST] | Hustle Guard
Naji Marshall,2025-12-22,False,11.4,15,-3.5999999999999996, [GENERALIST] +TRANSITION
Derik Queen,2025-12-22,False,12.4,19,-6.6, [GENERALIST] | Hustle Guard
Jose Alvarado,2025-12-22,False,8.3,6,2.3000000000000007, [GENERALIST]
Cameron Johnson,2025-12-22,False,11.9,20,-8.1, [GENERALIST] +SPOT_UP
Jusuf Nurkić,2025-12-22,False,9.5,17,-7.5, [HUB_BIG] +P&R_ROLL_MAN
Jonas Valančiūnas,2025-12-22,False,6.6,12,-5.4, [GENERALIST] +POST_UP+OFF_BALL_CUTTER
Brice Sensabaugh,2025-12-22,False,8.8,14,-5.199999999999999, [GENERALIST]
Jalen Pickett,2025-12-22,False,4.1,3,1.0999999999999996, [GENERALIST]
Ace Bailey,2025-12-22,False,11.1,10,1.0999999999999996, [GENERALIST] +SPOT_UP
Lauri Markkanen,2025-12-22,False,23.1,27,-3.8999999999999986, [STRETCH_BIG] +SPOT_UP
Bruce Brown,2025-12-22,False,7.3,15,-7.7, [GENERALIST]
Isaiah Collier,2025-12-22,False,7.9,2,5.9, [FACILITATOR]
Keyonte George,2025-12-22,False,22.2,20,2.1999999999999993, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Walter Clayton Jr.,2025-12-22,False,6.1,6,0.09999999999999964, [GENERALIST]
Jamal Murray,2025-12-22,False,20.4,27,-6.600000000000001, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Spencer Jones,2025-12-22,False,6.2,3,3.2, [GENERALIST] +P&R_ROLL_MAN
Nikola Jokić,2025-12-22,False,23.2,14,9.2, [HUB_BIG] / JUMBO_CREATOR
Peyton Watson,2025-12-22,False,11.7,20,-8.3, [GENERALIST]
Tim Hardaway Jr.,2025-12-22,False,10.6,21,-10.4, [GENERALIST] +SPOT_UP
Olivier-Maxence Prosper,2025-12-22,False,3.9,8,-4.1, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Isaiah Joe,2025-12-22,False,6.7,5,1.7000000000000002, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Cedric Coward,2025-12-22,False,12.2,16,-3.8000000000000007, [GENERALIST] | Hustle Guard
Jaylen Wells,2025-12-22,False,13.2,12,1.1999999999999993, [GENERALIST] +SPOT_UP+P&R_HANDLER | Spot-Up vs Pack | P&R Drop Edge
Santi Aldama,2025-12-22,False,12.2,9,3.1999999999999993, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax | Hustle Guard
Jalen Williams,2025-12-22,False,16.2,24,-7.800000000000001, [GENERALIST] +TRANSITION+ISO_SCORER | Transition Tax
Kentavious Caldwell-Pope,2025-12-22,False,7.1,16,-8.9, [GENERALIST]
Branden Carlson,2025-12-22,False,4.7,11,-6.3, [GENERALIST] +P&R_ROLL_MAN+POST_UP | Roll Man vs Drop
Brooks Barnhizer,2025-12-22,False,3.3,0,3.3, [GENERALIST]
Cason Wallace,2025-12-22,False,6.6,8,-1.4000000000000004, [GENERALIST]
Ajay Mitchell,2025-12-22,False,9.2,16,-6.800000000000001, [GENERALIST] +TRANSITION | Transition Tax
Cam Spencer,2025-12-22,False,10.7,14,-3.3000000000000007, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Kenrich Williams,2025-12-22,False,4.6,11,-6.4, [GENERALIST]
Shai Gilgeous-Alexander,2025-12-22,False,25.6,31,-5.399999999999999, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Jaren Jackson Jr.,2025-12-22,False,16.2,11,5.199999999999999, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Jock Landale,2025-12-22,False,10.0,11,-1.0, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop | Hustle Guard
Luguentz Dort,2025-12-22,False,7.6,13,-5.4, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Desmond Bane,2025-12-22,False,19.1,20,-0.8999999999999986, [GENERALIST] +P&R_HANDLER+ISO_SCORER | ISO vs Perimeter
Jett Howard,2025-12-22,False,7.2,2,5.2, [GENERALIST]
De'Anthony Melton,2025-12-22,False,8.7,4,4.699999999999999, [GENERALIST]
Jimmy Butler III,2025-12-22,False,17.4,21,-3.6000000000000014, [GENERALIST]
Moses Moody,2025-12-22,False,9.4,20,-10.6, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack
Anthony Black,2025-12-22,False,16.8,19,-2.1999999999999993, [GENERALIST] +TRANSITION
Brandin Podziemski,2025-12-22,False,10.1,16,-5.9, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Draymond Green,2025-12-22,False,7.1,9,-1.9000000000000004, [HUB_BIG] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack
Jase Richardson,2025-12-22,False,6.1,11,-4.9, [GENERALIST]
Stephen Curry,2025-12-22,False,23.5,26,-2.5, [ELITE_SCORER] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Quinten Post,2025-12-22,False,9.8,8,1.8000000000000007, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Tyus Jones,2025-12-22,False,3.4,7,-3.6, [GENERALIST]
Paolo Banchero,2025-12-22,False,20.7,21,-0.3000000000000007, [HUB_BIG] +ISO_SCORER+P&R_HANDLER | Size Mismatch Hub | ISO vs Perimeter
Wendell Carter Jr.,2025-12-22,False,9.4,9,0.40000000000000036, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up Tax | Roll Man vs Small Ball | Hustle Guard
Caleb Love,2025-12-22,False,8.5,5,3.5, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Caris LeVert,2025-12-22,False,8.3,0,8.3, [GENERALIST]
Jaden Ivey,2025-12-22,False,7.1,11,-3.9000000000000004, [GENERALIST]
Cade Cunningham,2025-12-22,False,23.6,14,9.600000000000001, [JUMBO_CREATOR] +ISO_SCORER+P&R_HANDLER | Hustle Guard
Kris Murray,2025-12-22,False,5.9,5,0.9000000000000004, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax
Deni Avdija,2025-12-22,False,23.7,18,5.699999999999999, [HUB_BIG] / JUMBO_CREATOR +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Jalen Duren,2025-12-22,False,13.6,26,-12.4, [RIM_RUNNER]
Duncan Robinson,2025-12-22,False,9.3,15,-5.699999999999999, [GENERALIST] +SPOT_UP+TRANSITION | Fast Break Edge
Toumani Camara,2025-12-22,False,11.0,8,3.0, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop | Hustle Guard
Isaiah Stewart,2025-12-22,False,7.5,3,4.5, [GENERALIST] +P&R_ROLL_MAN | Hustle Guard
Donovan Clingan,2025-12-22,False,9.9,17,-7.1, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax | Hustle Guard
Shaedon Sharpe,2025-12-22,False,18.6,25,-6.399999999999999, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Javonte Green,2025-12-22,False,3.8,6,-2.2, [GENERALIST]
Sidy Cissoko,2025-12-22,False,6.2,16,-9.8, [GENERALIST]
Tobias Harris,2025-12-22,False,12.1,12,0.09999999999999964, [GENERALIST]
Ausar Thompson,2025-12-22,False,9.7,18,-8.3, [GENERALIST]
Tre Johnson,2025-12-23,False,9.7,12,-2.3000000000000007, [GENERALIST]
Kon Knueppel,2025-12-23,True,15.2,19,-3.8000000000000007, [GENERALIST] +SPOT_UP+TRANSITION | Home B2B | Transition Chaos
Alex Sarr,2025-12-23,False,20.1,7,13.100000000000001, [GENERALIST] +TRANSITION | Fast Break Edge | Hustle Guard
Khris Middleton,2025-12-23,False,10.9,16,-5.1, [FACILITATOR] +P&R_HANDLER
Sion James,2025-12-23,True,6.2,13,-6.8, [GENERALIST] | Home B2B + Guard Tax
Bilal Coulibaly,2025-12-23,False,8.5,14,-5.5, [GENERALIST] +P&R_ROLL_MAN
Brandon Miller,2025-12-23,True,17.1,20,-2.8999999999999986, [GENERALIST] +TRANSITION | Home B2B + Guard Tax | Transition Chaos
Justin Champagnie,2025-12-23,False,7.2,10,-2.8, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Hustle Guard
Tidjane Salaün,2025-12-23,True,6.1,11,-4.9, [GENERALIST] +P&R_ROLL_MAN | Home B2B
Moussa Diabaté,2025-12-23,True,4.4,12,-7.6, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Home B2B | Hustle Guard
Kyshawn George,2025-12-23,False,11.9,2,9.9, [FACILITATOR] +P&R_HANDLER+TRANSITION | Fast Break Edge
Miles Bridges,2025-12-23,True,17.7,10,7.699999999999999, [GENERALIST] +SPOT_UP+TRANSITION | Home B2B | Transition Chaos
Marvin Bagley III,2025-12-23,False,11.7,15,-3.3000000000000007, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Collin Sexton,2025-12-23,True,12.2,12,0.1999999999999993, [GENERALIST] | Home B2B + Guard Tax
CJ McCollum,2025-12-23,False,18.2,14,4.199999999999999, [GENERALIST] +P&R_HANDLER+TRANSITION | Fast Break Edge
LaMelo Ball,2025-12-23,True,15.2,23,-7.800000000000001, [GENERALIST] +TRANSITION+SPOT_UP | Home B2B + Guard Tax | Transition Chaos
Michael Porter Jr.,2025-12-23,False,21.3,28,-6.699999999999999, [ELITE_SCORER] / STRETCH_BIG +SPOT_UP | Spot-Up vs Pack
Joel Embiid,2025-12-23,False,23.7,27,-3.3000000000000007, [GENERALIST] | Hustle Guard
Nic Claxton,2025-12-23,False,10.6,16,-5.4, [HUB_BIG] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax
Justin Edwards,2025-12-23,False,5.0,4,1.0, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Noah Clowney,2025-12-23,False,14.7,13,1.6999999999999993, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Andre Drummond,2025-12-23,False,6.2,12,-5.8, [RIM_RUNNER] +OFF_BALL_CUTTER+POST_UP | Cutter vs Blitz
Egor Dëmin,2025-12-23,False,10.1,20,-9.9, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Adem Bona,2025-12-23,False,5.4,4,1.4000000000000004, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter vs Blitz | Roll Man Tax
Day'Ron Sharpe,2025-12-23,False,6.6,9,-2.4000000000000004, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax | Hustle Guard
Danny Wolf,2025-12-23,False,9.8,3,6.800000000000001, [GENERALIST]
Paul George,2025-12-23,False,14.7,19,-4.300000000000001, [GENERALIST]
Eric Gordon,2025-12-23,False,3.7,12,-8.3, [GENERALIST]
Jared McCain,2025-12-23,False,9.8,10,-0.1999999999999993, [GENERALIST]
Tyrese Maxey,2025-12-23,False,25.5,13,12.5, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | ISO Tax vs Blitz | P&R Blitz Tax
Terance Mann,2025-12-23,False,6.4,4,2.4000000000000004, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Ziaire Williams,2025-12-23,False,6.9,9,-2.0999999999999996, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack
Kel'el Ware,2025-12-23,False,9.7,5,4.699999999999999, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man Tax | Cutter vs Blitz | Hustle Guard
Jamal Shead,2025-12-23,False,8.3,8,0.3000000000000007, [FACILITATOR]
Davion Mitchell,2025-12-23,False,7.8,3,4.8, [FACILITATOR] +TRANSITION
Andrew Wiggins,2025-12-23,False,13.6,14,-0.40000000000000036, [GENERALIST]
Kasparas Jakučionis,2025-12-23,False,5.2,7,-1.7999999999999998, [GENERALIST]
Bam Adebayo,2025-12-23,False,16.4,9,7.399999999999999, [GENERALIST] | Hustle Guard
Immanuel Quickley,2025-12-23,False,15.0,18,-3.0, [GENERALIST] +TRANSITION+P&R_HANDLER | P&R Blitz Tax
Jaime Jaquez Jr.,2025-12-23,False,13.3,21,-7.699999999999999, [GENERALIST] +TRANSITION+P&R_HANDLER | P&R Blitz Tax
Norman Powell,2025-12-23,False,20.4,17,3.3999999999999986, [GENERALIST] +TRANSITION+SPOT_UP
Dru Smith,2025-12-23,False,6.9,10,-3.0999999999999996, [GENERALIST]
Ochai Agbaji,2025-12-23,False,5.2,5,0.20000000000000018, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man Tax | Cutter vs Blitz
Ja'Kobe Walter,2025-12-23,False,6.4,4,2.4000000000000004, [GENERALIST]
Sandro Mamukelashvili,2025-12-23,False,8.8,14,-5.199999999999999, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Brandon Ingram,2025-12-23,False,21.2,12,9.2, [GENERALIST] +SPOT_UP+ISO_SCORER | ISO Tax vs Blitz | Hustle Guard
Collin Murray-Boyles,2025-12-23,False,4.4,11,-6.6, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter vs Blitz | Roll Man Tax
Scottie Barnes,2025-12-23,False,16.9,27,-10.100000000000001, [HUB_BIG] / JUMBO_CREATOR +TRANSITION
Derik Queen,2025-12-23,True,11.2,21,-9.8, [JUMBO_CREATOR] / FACILITATOR | Road B2B (Fatigue) | Hustle Guard
Saddiq Bey,2025-12-23,True,15.9,11,4.9, [GENERALIST] | Road B2B (Fatigue) | Hustle Guard
Jarrett Allen,2025-12-23,True,8.2,14,-5.800000000000001, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Home B2B | Cutter vs Small Ball | Roll Man vs Small Ball | Hustle Guard
Thomas Bryant,2025-12-23,True,4.8,15,-10.2, [GENERALIST] +P&R_ROLL_MAN | Home B2B | Roll Man vs Small Ball
Jose Alvarado,2025-12-23,True,7.8,6,1.7999999999999998, [GENERALIST] | Road B2B (Fatigue)
Sam Merrill,2025-12-23,True,6.0,22,-16.0, [FACILITATOR] +SPOT_UP | Home B2B + Guard Tax | Spot-Up Tax
Zion Williamson,2025-12-23,True,17.9,26,-8.100000000000001, [GENERALIST] +TRANSITION+ISO_SCORER | Road B2B (Fatigue) | Transition Tax
Dean Wade,2025-12-23,True,5.0,11,-6.0, [GENERALIST] +P&R_ROLL_MAN | Home B2B | Roll Man vs Small Ball
Craig Porter Jr.,2025-12-23,True,2.6,12,-9.4, [GENERALIST] | Home B2B + Guard Tax
Bryce McGowens,2025-12-23,True,7.9,8,-0.09999999999999964, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue) | Roll Man vs Drop
Jaylon Tyson,2025-12-23,True,10.5,18,-7.5, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Home B2B | Spot-Up Tax | Roll Man vs Small Ball | Hustle Guard
Darius Garland,2025-12-23,True,17.1,10,7.100000000000001, [GENERALIST] +P&R_HANDLER+ISO_SCORER | Home B2B + Guard Tax | ISO vs Perimeter
Jordan Hawkins,2025-12-23,True,4.7,7,-2.3, [GENERALIST] | Road B2B (Fatigue)
Jeremiah Fears,2025-12-23,True,13.8,11,2.8000000000000007, [GENERALIST] +TRANSITION | Road B2B (Fatigue) | Transition Tax
De'Andre Hunter,2025-12-23,True,11.1,10,1.0999999999999996, [GENERALIST] | Home B2B
Donovan Mitchell,2025-12-23,True,24.1,27,-2.8999999999999986, [ELITE_SCORER] +ISO_SCORER+TRANSITION | Home B2B + Guard Tax | ISO Mismatch | ISO vs Perimeter
Trey Murphy III,2025-12-23,True,16.3,14,2.3000000000000007, [GENERALIST] +SPOT_UP+TRANSITION | Road B2B (Fatigue) | Spot-Up vs Pack | Transition Tax | Hustle Guard
Bobby Portis,2025-12-23,False,12.5,14,-1.5, [STRETCH_BIG] +SPOT_UP
Johnny Furphy,2025-12-23,True,3.3,6,-2.7, [GENERALIST] | Home B2B + Guard Tax
Jericho Sims,2025-12-23,False,3.0,6,-3.0, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Hustle Guard
Jarace Walker,2025-12-23,True,7.4,4,3.4000000000000004, [GENERALIST] | Home B2B
Ethan Thompson,2025-12-23,True,4.8,3,1.7999999999999998, [GENERALIST] | Home B2B + Guard Tax
AJ Green,2025-12-23,False,7.4,4,3.4000000000000004, [GENERALIST] +SPOT_UP+TRANSITION | Fast Break Edge
Myles Turner,2025-12-23,False,11.8,10,1.8000000000000007, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
T.J. McConnell,2025-12-23,True,7.6,16,-8.4, [FACILITATOR] +P&R_HANDLER+TRANSITION | Home B2B + Guard Tax | P&R Drop Edge | Transition Tax
Kyle Kuzma,2025-12-23,False,11.1,15,-3.9000000000000004, [GENERALIST] | Hustle Guard
Pascal Siakam,2025-12-23,True,19.8,15,4.800000000000001, [GENERALIST] +TRANSITION+ISO_SCORER | Home B2B | Transition Tax | Hustle Guard
Gary Harris,2025-12-23,False,2.0,5,-3.0, [GENERALIST]
