player,game_date,signal,season_fg,l5_fg,n5_fg,deviation,regression_occurred,regression_strength
Kon Knueppel,2026-01-03,SELL_HIGH,0.485,0.567,0.413,16.9,True,0.88
Kris Dunn,2025-11-17,BUY_LOW,0.467,0.375,0.576,-19.6,True,1.19
Kris Dunn,2025-11-20,BUY_LOW,0.475,0.375,0.541,-21.1,True,0.66
Kris Dunn,2025-11-22,BUY_LOW,0.471,0.333,0.538,-29.2,True,0.49
Kris Dunn,2025-11-23,BUY_LOW,0.478,0.393,0.537,-17.8,True,0.69
Kris Dunn,2025-11-28,SELL_HIGH,0.5,0.576,0.5,15.2,True,0.0
Kris Dunn,2025-12-28,SELL_HIGH,0.503,0.6,0.5,19.4,True,0.03
Kris Dunn,2025-12-30,SELL_HIGH,0.503,0.586,0.432,16.6,True,0.84
Kris Murray,2025-11-16,BUY_LOW,0.463,0.375,0.379,-19.0,True,0.95
Kris Murray,2025-11-26,BUY_LOW,0.43,0.333,0.524,-22.5,True,0.97
Kris Murray,2025-12-11,SELL_HIGH,0.449,0.524,0.429,16.8,True,0.27
Kris Murray,2025-12-26,SELL_HIGH,0.461,0.536,0.385,16.2,True,1.02
Kris Murray,2025-12-28,SELL_HIGH,0.462,0.556,0.367,20.2,True,1.02
Kyle Filipowski,2025-11-23,SELL_HIGH,0.438,0.541,0.444,23.6,True,0.07
Kyle Filipowski,2025-11-24,SELL_HIGH,0.434,0.559,0.512,28.7,True,0.63
Kyle Filipowski,2025-11-28,SELL_HIGH,0.439,0.559,0.475,27.2,True,0.3
Kyle Filipowski,2025-11-30,SELL_HIGH,0.441,0.545,0.54,23.6,True,0.95
Kyle Filipowski,2025-12-15,SELL_HIGH,0.464,0.548,0.568,18.1,False,1.25
Kyle Filipowski,2025-12-18,SELL_HIGH,0.48,0.596,0.486,24.0,True,0.05
Kyle Filipowski,2025-12-22,SELL_HIGH,0.472,0.543,0.472,15.3,True,0.01
Kyle Filipowski,2025-12-26,SELL_HIGH,0.486,0.568,0.314,17.0,True,2.08
Kyle Filipowski,2026-01-03,BUY_LOW,0.455,0.362,0.438,-20.4,True,0.18
Kyle Filipowski,2026-01-05,BUY_LOW,0.461,0.314,0.406,-31.9,True,0.37
Kyle Kuzma,2025-11-22,BUY_LOW,0.49,0.393,0.568,-19.8,True,0.8
Kyle Kuzma,2025-11-26,BUY_LOW,0.494,0.392,0.5,-20.7,True,0.06
Kyle Kuzma,2025-12-23,SELL_HIGH,0.517,0.596,0.452,15.4,True,0.81
Kyshawn George,2025-12-02,BUY_LOW,0.468,0.364,0.44,-22.2,True,0.27
Kyshawn George,2025-12-04,BUY_LOW,0.458,0.306,0.462,-33.1,True,0.03
Kyshawn George,2025-12-06,BUY_LOW,0.466,0.367,0.475,-21.1,True,0.1
LaMelo Ball,2025-11-28,BUY_LOW,0.386,0.325,0.388,-15.7,True,0.03
LaMelo Ball,2025-11-29,BUY_LOW,0.38,0.322,0.455,-15.2,True,1.3
LaMelo Ball,2025-12-26,SELL_HIGH,0.403,0.478,0.434,18.5,True,0.41
LaMelo Ball,2026-01-02,SELL_HIGH,0.409,0.476,0.432,16.4,True,0.34
Landry Shamet,2025-11-12,SELL_HIGH,0.412,0.48,0.5,16.6,False,1.29
Larry Nance Jr.,2025-11-13,BUY_LOW,0.353,0.259,0.385,-26.5,True,0.34
Lauri Markkanen,2025-12-01,BUY_LOW,0.466,0.395,0.484,-15.2,True,0.25
Liam McNeeley,2025-12-05,SELL_HIGH,0.362,0.474,0.588,30.8,False,2.03
Liam McNeeley,2025-12-07,SELL_HIGH,0.361,0.474,0.6,31.3,False,2.12
Liam McNeeley,2025-12-22,SELL_HIGH,0.394,0.542,0.5,37.5,True,0.72
Liam McNeeley,2025-12-23,SELL_HIGH,0.406,0.522,0.3,28.6,True,0.91
Liam McNeeley,2025-12-29,SELL_HIGH,0.406,0.526,0.364,29.7,True,0.35
Liam McNeeley,2025-12-31,SELL_HIGH,0.413,0.588,0.222,42.3,True,1.09
Liam McNeeley,2026-01-02,SELL_HIGH,0.408,0.6,0.3,47.1,True,0.56
Lonzo Ball,2025-11-17,SELL_HIGH,0.354,0.407,0.216,15.1,True,2.57
Lonzo Ball,2025-11-19,SELL_HIGH,0.342,0.406,0.184,18.6,True,2.48
Lonzo Ball,2025-11-21,SELL_HIGH,0.333,0.389,0.188,16.7,True,2.62
Lonzo Ball,2025-12-03,BUY_LOW,0.304,0.216,0.233,-28.9,True,0.8
Lonzo Ball,2025-12-05,BUY_LOW,0.288,0.184,0.36,-36.1,True,0.69
Lonzo Ball,2025-12-12,BUY_LOW,0.292,0.188,0.357,-35.8,True,0.62
Lonzo Ball,2025-12-14,BUY_LOW,0.286,0.194,0.391,-31.9,True,1.16
Lonzo Ball,2025-12-17,BUY_LOW,0.291,0.241,0.353,-17.1,True,1.23
Lonzo Ball,2025-12-19,BUY_LOW,0.288,0.233,0.467,-18.9,True,3.28
Lonzo Ball,2025-12-22,SELL_HIGH,0.301,0.36,0.333,19.4,True,0.54
Luguentz Dort,2025-11-21,SELL_HIGH,0.364,0.471,0.424,29.4,True,0.57
Luguentz Dort,2025-11-23,SELL_HIGH,0.383,0.516,0.405,34.9,True,0.17
Luguentz Dort,2025-11-26,SELL_HIGH,0.379,0.485,0.368,27.8,True,0.1
Luguentz Dort,2025-11-28,SELL_HIGH,0.365,0.447,0.343,22.7,True,0.26
Luguentz Dort,2025-12-29,SELL_HIGH,0.376,0.436,0.405,15.8,True,0.48
Luguentz Dort,2025-12-31,SELL_HIGH,0.369,0.444,0.447,20.5,False,1.04
Luka Garza,2025-11-18,SELL_HIGH,0.574,0.688,0.556,19.8,True,0.16
Luka Garza,2025-11-21,SELL_HIGH,0.581,0.733,0.5,26.3,True,0.53
Luka Garza,2025-11-29,SELL_HIGH,0.559,0.667,0.615,19.3,True,0.52
Luka Garza,2025-12-28,SELL_HIGH,0.593,0.706,0.667,19.0,True,0.65
Luka Garza,2026-01-03,SELL_HIGH,0.606,0.76,0.643,25.5,True,0.24
Luka Garza,2026-01-05,SELL_HIGH,0.606,0.714,0.667,18.0,True,0.56
Luke Kennard,2025-12-01,BUY_LOW,0.455,0.37,0.545,-18.7,True,1.06
Luke Kennard,2025-12-03,BUY_LOW,0.449,0.308,0.611,-31.4,True,1.15
Luke Kennard,2025-12-06,BUY_LOW,0.456,0.35,0.667,-23.3,True,1.98
Luke Kennard,2025-12-14,SELL_HIGH,0.472,0.545,0.538,15.7,True,0.91
Luke Kennard,2025-12-18,SELL_HIGH,0.472,0.611,0.583,29.5,True,0.8
Luke Kennard,2025-12-21,SELL_HIGH,0.485,0.667,0.48,37.5,True,0.03
Luke Kennard,2025-12-29,SELL_HIGH,0.482,0.583,0.611,21.1,False,1.27
Luke Kennard,2025-12-31,SELL_HIGH,0.483,0.556,0.618,15.1,False,1.85
Luke Kornet,2025-11-30,BUY_LOW,0.685,0.522,0.471,-23.9,False,1.31
Luke Kornet,2025-12-02,BUY_LOW,0.691,0.565,0.421,-18.2,False,2.15
Luke Kornet,2025-12-03,BUY_LOW,0.661,0.522,0.524,-21.1,True,0.99
Luke Kornet,2025-12-08,BUY_LOW,0.661,0.478,0.522,-27.7,True,0.76
Luke Kornet,2025-12-10,BUY_LOW,0.647,0.524,0.607,-19.0,True,0.32
Luke Kornet,2025-12-13,BUY_LOW,0.634,0.471,0.679,-25.8,True,0.27
Luke Kornet,2025-12-18,BUY_LOW,0.622,0.421,0.724,-32.3,True,0.51
Luke Kornet,2025-12-19,BUY_LOW,0.625,0.524,0.731,-16.2,True,1.05
Luke Kornet,2025-12-21,BUY_LOW,0.624,0.522,0.76,-16.3,True,1.34
Luke Kornet,2025-12-31,SELL_HIGH,0.655,0.76,0.69,16.1,True,0.33
Luke Kornet,2026-01-02,SELL_HIGH,0.658,0.778,0.704,18.2,True,0.38
Luke Kornet,2026-01-03,SELL_HIGH,0.667,0.778,0.679,16.7,True,0.11
Malik Monk,2025-11-16,BUY_LOW,0.485,0.409,0.403,-15.6,False,1.08
Malik Monk,2025-11-19,BUY_LOW,0.456,0.347,0.456,-23.9,True,0.0
Malik Monk,2025-11-20,BUY_LOW,0.463,0.327,0.418,-29.5,True,0.33
Malik Monk,2025-11-22,BUY_LOW,0.457,0.348,0.441,-23.8,True,0.14
Malik Monk,2025-11-24,BUY_LOW,0.447,0.333,0.479,-25.4,True,0.29
Malik Monk,2025-12-23,BUY_LOW,0.437,0.303,0.355,-30.7,True,0.61
Malik Monk,2025-12-27,BUY_LOW,0.435,0.353,0.364,-18.9,True,0.87
Marcus Smart,2025-11-14,BUY_LOW,0.403,0.333,0.468,-17.2,True,0.94
Marcus Smart,2026-01-02,BUY_LOW,0.399,0.278,0.385,-30.4,True,0.12
Mark Williams,2025-11-21,SELL_HIGH,0.629,0.767,0.696,21.9,True,0.48
Mark Williams,2025-11-23,SELL_HIGH,0.632,0.733,0.698,16.0,True,0.65
Mark Williams,2025-11-26,SELL_HIGH,0.64,0.757,0.705,18.2,True,0.55
Mark Williams,2025-12-27,SELL_HIGH,0.675,0.784,0.444,16.1,True,2.12
Marvin Bagley III,2025-11-19,BUY_LOW,0.655,0.542,0.543,-17.3,True,0.98
Matas Buzelis,2025-12-01,BUY_LOW,0.455,0.364,0.517,-20.1,True,0.68
Matas Buzelis,2025-12-17,SELL_HIGH,0.471,0.553,0.608,17.3,False,1.67
Matas Buzelis,2025-12-19,SELL_HIGH,0.47,0.575,0.612,22.2,False,1.36
Matas Buzelis,2025-12-21,SELL_HIGH,0.477,0.574,0.542,20.4,True,0.66
Matas Buzelis,2025-12-23,SELL_HIGH,0.493,0.652,0.444,32.2,True,0.31
Matas Buzelis,2025-12-26,SELL_HIGH,0.5,0.674,0.4,34.8,True,0.57
Matas Buzelis,2025-12-27,SELL_HIGH,0.494,0.608,0.409,23.1,True,0.74
Matas Buzelis,2025-12-29,SELL_HIGH,0.492,0.612,0.466,24.4,True,0.22
Max Christie,2025-11-17,BUY_LOW,0.477,0.392,0.538,-17.8,True,0.73
Max Christie,2025-12-25,BUY_LOW,0.476,0.385,0.559,-19.2,True,0.91
Max Christie,2025-12-29,BUY_LOW,0.468,0.375,0.55,-19.9,True,0.88
Maxime Raynaud,2026-01-02,SELL_HIGH,0.547,0.633,0.629,15.6,True,0.95
Maxime Raynaud,2026-01-04,SELL_HIGH,0.543,0.625,0.667,15.0,False,1.51
Micah Peavy,2025-11-24,SELL_HIGH,0.377,0.467,0.476,23.7,False,1.11
Micah Peavy,2025-11-26,SELL_HIGH,0.403,0.487,0.429,20.8,True,0.3
Micah Peavy,2025-12-27,SELL_HIGH,0.413,0.583,0.261,41.2,True,0.9
Micah Peavy,2026-01-04,BUY_LOW,0.388,0.222,0.4,-42.8,True,0.07
Mikal Bridges,2025-11-28,SELL_HIGH,0.525,0.617,0.6,17.6,True,0.82
Mikal Bridges,2025-12-03,SELL_HIGH,0.539,0.623,0.477,15.6,True,0.74
Mike Conley,2025-11-15,SELL_HIGH,0.423,0.533,0.333,26.1,True,0.81
Mike Conley,2025-11-26,BUY_LOW,0.397,0.333,0.318,-16.1,False,1.24
Mike Conley,2025-11-29,BUY_LOW,0.39,0.3,0.35,-23.0,True,0.44
Mike Conley,2025-11-30,BUY_LOW,0.405,0.333,0.217,-17.7,False,2.62
Mike Conley,2025-12-06,BUY_LOW,0.379,0.318,0.25,-16.0,False,2.12
Mike Conley,2025-12-21,BUY_LOW,0.363,0.217,0.278,-40.1,True,0.58
Mike Conley,2025-12-23,BUY_LOW,0.361,0.2,0.286,-44.6,True,0.47
Mike Conley,2025-12-25,BUY_LOW,0.36,0.231,0.333,-35.8,True,0.2
Mike Conley,2025-12-29,BUY_LOW,0.357,0.25,0.333,-29.9,True,0.22
Mike Conley,2025-12-31,BUY_LOW,0.356,0.238,0.357,-33.1,True,0.01
Mike Conley,2026-01-03,BUY_LOW,0.35,0.278,0.462,-20.6,True,1.54
Miles Bridges,2025-12-20,SELL_HIGH,0.434,0.5,0.404,15.2,True,0.46
Miles McBride,2025-12-03,SELL_HIGH,0.435,0.535,0.489,22.9,True,0.54
Miles McBride,2025-12-05,SELL_HIGH,0.436,0.548,0.442,25.7,True,0.06
Miles McBride,2025-12-07,SELL_HIGH,0.448,0.533,0.44,19.0,True,0.1
Mitchell Robinson,2025-12-23,SELL_HIGH,0.717,0.833,0.462,16.2,True,2.2
Mohamed Diawara,2026-01-03,SELL_HIGH,0.415,0.481,0.0,16.0,True,6.25
Moses Moody,2025-11-16,BUY_LOW,0.413,0.34,0.421,-17.7,True,0.1
Moses Moody,2025-11-29,BUY_LOW,0.408,0.327,0.395,-20.0,True,0.17
Moses Moody,2025-12-02,BUY_LOW,0.403,0.327,0.444,-18.9,True,0.54
Moses Moody,2025-12-04,BUY_LOW,0.398,0.333,0.5,-16.2,True,1.58
Moses Moody,2025-12-18,SELL_HIGH,0.416,0.5,0.4,20.2,True,0.19
Mouhamed Gueye,2025-11-20,BUY_LOW,0.5,0.423,0.5,-15.4,True,0.0
Mouhamed Gueye,2025-11-22,BUY_LOW,0.494,0.385,0.586,-22.1,True,0.84
Mouhamed Gueye,2025-11-23,BUY_LOW,0.488,0.4,0.552,-18.1,True,0.72
Mouhamed Gueye,2025-11-25,BUY_LOW,0.484,0.381,0.538,-21.2,True,0.54
Mouhamed Gueye,2025-12-14,BUY_LOW,0.492,0.312,0.417,-36.5,True,0.42
Mouhamed Gueye,2025-12-18,BUY_LOW,0.488,0.357,0.455,-26.9,True,0.26
Mouhamed Gueye,2025-12-26,BUY_LOW,0.486,0.412,0.0,-15.2,False,6.57
Moussa Diabaté,2025-11-29,BUY_LOW,0.65,0.545,0.55,-16.1,True,0.96
Moussa Diabaté,2025-12-12,BUY_LOW,0.636,0.524,0.412,-17.6,False,2.0
Moussa Diabaté,2025-12-22,BUY_LOW,0.62,0.462,0.607,-25.6,True,0.08
Myles Turner,2025-11-10,SELL_HIGH,0.442,0.511,0.438,15.6,True,0.07
Myles Turner,2025-12-26,BUY_LOW,0.422,0.347,0.37,-17.8,True,0.7
Myles Turner,2025-12-27,BUY_LOW,0.413,0.333,0.417,-19.4,True,0.04
Myles Turner,2025-12-29,BUY_LOW,0.414,0.339,0.426,-18.2,True,0.15
Nae'Qwan Tomlin,2025-12-03,SELL_HIGH,0.515,0.593,0.448,15.1,True,0.85
Nae'Qwan Tomlin,2025-12-14,BUY_LOW,0.479,0.375,0.48,-21.7,True,0.01
Nae'Qwan Tomlin,2025-12-19,BUY_LOW,0.485,0.407,0.423,-16.0,True,0.8
Nae'Qwan Tomlin,2025-12-22,BUY_LOW,0.478,0.387,0.412,-19.0,True,0.73
Naji Marshall,2025-12-06,SELL_HIGH,0.508,0.612,0.66,20.6,False,1.46
Naji Marshall,2025-12-12,SELL_HIGH,0.517,0.653,0.654,26.3,False,1.01
Naji Marshall,2025-12-15,SELL_HIGH,0.523,0.681,0.63,30.1,True,0.67
Naji Marshall,2025-12-18,SELL_HIGH,0.527,0.673,0.571,27.8,True,0.31
Naji Marshall,2025-12-20,SELL_HIGH,0.528,0.653,0.554,23.8,True,0.21
Naji Marshall,2025-12-22,SELL_HIGH,0.538,0.66,0.518,22.6,True,0.17
Naji Marshall,2025-12-23,SELL_HIGH,0.545,0.654,0.491,20.0,True,0.5
Naji Marshall,2025-12-25,SELL_HIGH,0.545,0.63,0.472,15.6,True,0.86
Naz Reid,2025-11-15,BUY_LOW,0.42,0.347,0.521,-17.4,True,1.38
Neemias Queta,2025-11-18,BUY_LOW,0.613,0.5,0.781,-18.4,True,1.49
Neemias Queta,2025-12-04,SELL_HIGH,0.656,0.781,0.629,19.1,True,0.22
Neemias Queta,2025-12-05,SELL_HIGH,0.664,0.806,0.594,21.3,True,0.5
Neemias Queta,2025-12-07,SELL_HIGH,0.662,0.812,0.677,22.7,True,0.1
Nic Claxton,2025-11-11,SELL_HIGH,0.622,0.737,0.491,18.4,True,1.15
Nic Claxton,2025-11-24,BUY_LOW,0.576,0.489,0.5,-15.1,True,0.88
Nic Claxton,2025-11-28,BUY_LOW,0.56,0.442,0.545,-21.1,True,0.12
Nic Claxton,2025-11-29,BUY_LOW,0.55,0.391,0.581,-28.9,True,0.2
Nic Claxton,2025-12-03,BUY_LOW,0.549,0.462,0.562,-15.9,True,0.16
Nick Richards,2025-12-05,BUY_LOW,0.517,0.417,0.273,-19.4,False,2.43
Nickeil Alexander-Walker,2025-12-23,BUY_LOW,0.451,0.375,0.437,-16.8,True,0.19
Nicolas Batum,2025-11-20,SELL_HIGH,0.333,0.4,0.615,20.0,False,4.23
Nicolas Batum,2025-11-22,SELL_HIGH,0.345,0.476,0.438,38.1,True,0.71
Nicolas Batum,2025-11-23,SELL_HIGH,0.371,0.5,0.429,34.8,True,0.45
Nicolas Batum,2025-11-25,SELL_HIGH,0.373,0.524,0.462,40.4,True,0.59
Nicolas Batum,2025-11-28,SELL_HIGH,0.386,0.55,0.353,42.6,True,0.2
Nicolas Batum,2025-11-29,SELL_HIGH,0.386,0.615,0.35,59.5,True,0.16
Nicolas Batum,2025-12-01,SELL_HIGH,0.365,0.438,0.429,19.9,True,0.88
Nicolas Batum,2025-12-05,SELL_HIGH,0.388,0.462,0.348,19.1,True,0.54
Nicolas Batum,2026-01-03,SELL_HIGH,0.402,0.5,0.438,24.5,True,0.36
Nicolas Batum,2026-01-05,SELL_HIGH,0.405,0.5,0.5,23.6,False,1.0
Nikola Jović,2025-12-01,BUY_LOW,0.4,0.267,0.259,-33.3,False,1.06
Nikola Jović,2025-12-03,BUY_LOW,0.396,0.238,0.35,-39.9,True,0.29
Nikola Jović,2025-12-06,BUY_LOW,0.389,0.235,0.42,-39.5,True,0.2
Nikola Vučević,2025-11-16,BUY_LOW,0.511,0.419,0.468,-17.9,True,0.47
Nikola Vučević,2025-11-17,BUY_LOW,0.506,0.4,0.479,-21.0,True,0.26
Nikola Vučević,2025-11-19,BUY_LOW,0.485,0.338,0.5,-30.2,True,0.1
Nikola Vučević,2025-11-21,BUY_LOW,0.495,0.397,0.515,-19.7,True,0.21
Nikola Vučević,2025-11-22,BUY_LOW,0.485,0.403,0.5,-16.8,True,0.19
Nikola Vučević,2025-12-17,BUY_LOW,0.478,0.387,0.536,-19.0,True,0.65
Nique Clifford,2025-11-20,BUY_LOW,0.333,0.211,0.429,-36.8,True,0.78
Nique Clifford,2025-11-22,BUY_LOW,0.352,0.278,0.5,-21.1,True,2.0
Nique Clifford,2025-12-06,BUY_LOW,0.343,0.273,0.483,-20.6,True,1.98
Nique Clifford,2025-12-08,SELL_HIGH,0.4,0.526,0.375,31.6,True,0.2
Nique Clifford,2025-12-11,SELL_HIGH,0.407,0.565,0.324,38.7,True,0.53
Nique Clifford,2025-12-14,SELL_HIGH,0.382,0.452,0.417,18.2,True,0.5
Nique Clifford,2025-12-20,SELL_HIGH,0.385,0.483,0.422,25.3,True,0.38
Nique Clifford,2025-12-23,BUY_LOW,0.383,0.324,0.475,-15.4,True,1.56
Nique Clifford,2026-01-02,SELL_HIGH,0.406,0.475,0.423,16.9,True,0.24
Noah Clowney,2025-11-14,SELL_HIGH,0.333,0.389,0.462,16.7,False,2.31
Noah Clowney,2025-11-23,SELL_HIGH,0.372,0.457,0.483,22.8,False,1.31
Noah Clowney,2025-11-24,SELL_HIGH,0.382,0.462,0.482,20.7,False,1.26
Noah Clowney,2025-11-28,SELL_HIGH,0.399,0.508,0.481,27.5,True,0.76
Noah Clowney,2025-11-29,SELL_HIGH,0.389,0.449,0.51,15.4,False,2.01
Noah Clowney,2025-12-03,SELL_HIGH,0.408,0.483,0.443,18.4,True,0.46
Noah Clowney,2025-12-04,SELL_HIGH,0.411,0.482,0.377,17.2,True,0.49
Noah Clowney,2025-12-12,SELL_HIGH,0.417,0.51,0.339,22.1,True,0.85
Noah Clowney,2025-12-27,BUY_LOW,0.401,0.339,0.38,-15.4,True,0.34
Noah Clowney,2025-12-29,BUY_LOW,0.401,0.339,0.373,-15.3,True,0.46
Noah Clowney,2026-01-01,BUY_LOW,0.4,0.327,0.357,-18.2,True,0.59
Noah Clowney,2026-01-04,BUY_LOW,0.391,0.327,0.367,-16.4,True,0.38
Noah Penda,2025-12-31,BUY_LOW,0.453,0.312,0.417,-31.0,True,0.26
Norman Powell,2025-12-21,BUY_LOW,0.487,0.41,0.447,-15.8,True,0.51
Norman Powell,2025-12-23,BUY_LOW,0.483,0.407,0.473,-15.8,True,0.14
Norman Powell,2025-12-26,BUY_LOW,0.478,0.393,0.494,-17.8,True,0.19
Norman Powell,2025-12-29,BUY_LOW,0.476,0.4,0.56,-16.0,True,1.09
OG Anunoby,2025-12-29,BUY_LOW,0.459,0.353,0.383,-23.1,True,0.71
OG Anunoby,2025-12-31,BUY_LOW,0.451,0.35,0.479,-22.4,True,0.28
OG Anunoby,2026-01-02,BUY_LOW,0.446,0.377,0.489,-15.4,True,0.64
OG Anunoby,2026-01-03,BUY_LOW,0.443,0.355,0.551,-19.9,True,1.23
Ochai Agbaji,2025-12-18,SELL_HIGH,0.391,0.458,0.424,17.1,True,0.49
Onyeka Okongwu,2025-11-10,BUY_LOW,0.475,0.391,0.603,-17.7,True,1.52
Onyeka Okongwu,2025-11-12,BUY_LOW,0.468,0.354,0.625,-24.4,True,1.37
Onyeka Okongwu,2025-11-20,SELL_HIGH,0.524,0.603,0.493,15.0,True,0.4
Onyeka Okongwu,2025-11-23,SELL_HIGH,0.526,0.625,0.487,18.9,True,0.39
Oso Ighodaro,2025-11-21,SELL_HIGH,0.561,0.75,0.588,33.6,True,0.14
Oso Ighodaro,2025-11-23,SELL_HIGH,0.559,0.75,0.684,34.1,True,0.65
Oso Ighodaro,2025-11-24,SELL_HIGH,0.557,0.75,0.667,34.6,True,0.57
Oso Ighodaro,2025-11-28,SELL_HIGH,0.557,0.65,0.789,16.7,False,2.5
Oso Ighodaro,2025-12-01,SELL_HIGH,0.59,0.684,0.545,16.0,True,0.47
Oso Ighodaro,2025-12-08,SELL_HIGH,0.59,0.824,0.556,39.5,True,0.15
Oso Ighodaro,2025-12-10,SELL_HIGH,0.607,0.789,0.522,30.1,True,0.47
Oso Ighodaro,2025-12-29,SELL_HIGH,0.613,0.789,0.619,28.7,True,0.03
Oso Ighodaro,2025-12-31,SELL_HIGH,0.615,0.842,0.65,37.0,True,0.16
Oso Ighodaro,2026-01-02,SELL_HIGH,0.595,0.688,0.765,15.5,False,1.84
Oso Ighodaro,2026-01-04,SELL_HIGH,0.606,0.7,0.75,15.5,False,1.53
P.J. Washington,2025-11-21,BUY_LOW,0.423,0.357,0.476,-15.6,True,0.81
Pascal Siakam,2025-11-29,SELL_HIGH,0.477,0.554,0.495,16.2,True,0.24
Pat Spencer,2025-12-02,SELL_HIGH,0.373,0.45,0.544,20.7,False,2.22
Pat Spencer,2025-12-04,SELL_HIGH,0.411,0.485,0.522,18.0,False,1.5
Pat Spencer,2025-12-06,SELL_HIGH,0.432,0.571,0.476,32.2,True,0.32
Pat Spencer,2025-12-07,SELL_HIGH,0.452,0.579,0.371,28.2,True,0.63
Pat Spencer,2025-12-12,SELL_HIGH,0.466,0.596,0.31,27.8,True,1.2
Pat Spencer,2025-12-14,SELL_HIGH,0.457,0.544,0.222,19.0,True,2.7
Patrick Williams,2025-11-12,BUY_LOW,0.443,0.355,0.394,-19.8,True,0.55
Patrick Williams,2025-11-16,BUY_LOW,0.435,0.367,0.353,-15.7,False,1.2
Patrick Williams,2025-11-29,BUY_LOW,0.396,0.297,0.278,-25.0,False,1.2
Patrick Williams,2025-12-01,BUY_LOW,0.381,0.27,0.405,-29.1,True,0.22
Patrick Williams,2025-12-03,BUY_LOW,0.376,0.27,0.429,-28.1,True,0.5
Patrick Williams,2025-12-05,BUY_LOW,0.379,0.263,0.419,-30.5,True,0.35
Patrick Williams,2025-12-07,BUY_LOW,0.376,0.289,0.435,-23.0,True,0.68
Patrick Williams,2025-12-12,BUY_LOW,0.367,0.278,0.458,-24.4,True,1.02
Patrick Williams,2025-12-23,SELL_HIGH,0.38,0.458,0.464,20.6,False,1.08
Patrick Williams,2025-12-27,BUY_LOW,0.376,0.278,0.394,-26.1,True,0.19
Patrick Williams,2025-12-29,BUY_LOW,0.374,0.214,0.389,-42.6,True,0.1
Patrick Williams,2025-12-31,BUY_LOW,0.374,0.263,0.394,-29.6,True,0.18
Paul George,2026-01-01,BUY_LOW,0.403,0.328,0.438,-18.5,True,0.46
Paul Reed,2025-12-12,BUY_LOW,0.646,0.522,0.5,-19.2,False,1.18
Paul Reed,2025-12-26,BUY_LOW,0.647,0.5,0.476,-22.7,False,1.16
Pelle Larsson,2025-11-21,BUY_LOW,0.51,0.419,0.341,-17.9,False,1.85
Pelle Larsson,2025-11-24,BUY_LOW,0.484,0.37,0.344,-23.6,False,1.23
Pelle Larsson,2025-11-26,BUY_LOW,0.477,0.354,0.269,-25.8,False,1.69
Pelle Larsson,2025-11-29,BUY_LOW,0.465,0.327,0.278,-29.7,False,1.35
Pelle Larsson,2025-12-01,BUY_LOW,0.459,0.341,0.48,-25.8,True,0.17
Pelle Larsson,2025-12-03,BUY_LOW,0.463,0.3,0.516,-35.2,True,0.33
Pelle Larsson,2025-12-05,BUY_LOW,0.455,0.344,0.516,-24.4,True,0.56
Pelle Larsson,2025-12-09,BUY_LOW,0.443,0.269,0.548,-39.2,True,0.6
Pelle Larsson,2025-12-26,BUY_LOW,0.444,0.278,0.51,-37.4,True,0.4
Peyton Watson,2025-11-15,BUY_LOW,0.434,0.367,0.592,-15.5,True,2.35
Peyton Watson,2025-11-24,SELL_HIGH,0.51,0.592,0.492,16.1,True,0.22
Peyton Watson,2025-12-27,SELL_HIGH,0.509,0.613,0.486,20.3,True,0.22
Peyton Watson,2025-12-29,SELL_HIGH,0.516,0.6,0.474,16.3,True,0.49
Precious Achiuwa,2025-12-28,BUY_LOW,0.507,0.294,0.357,-42.0,True,0.7
Precious Achiuwa,2025-12-30,BUY_LOW,0.507,0.333,0.387,-34.2,True,0.69
Precious Achiuwa,2026-01-01,BUY_LOW,0.494,0.355,0.444,-28.1,True,0.35
Precious Achiuwa,2026-01-02,BUY_LOW,0.497,0.395,0.44,-20.6,True,0.56
Precious Achiuwa,2026-01-04,BUY_LOW,0.48,0.303,0.583,-36.8,True,0.59
Quentin Grimes,2025-11-30,BUY_LOW,0.442,0.371,0.472,-15.9,True,0.42
Quentin Grimes,2025-12-26,BUY_LOW,0.431,0.279,0.452,-35.2,True,0.14
Quentin Grimes,2025-12-28,BUY_LOW,0.428,0.275,0.478,-35.8,True,0.33
Quentin Grimes,2025-12-30,BUY_LOW,0.424,0.268,0.533,-36.7,True,0.7
Quentin Grimes,2026-01-01,BUY_LOW,0.425,0.306,0.537,-28.0,True,0.94
Quenton Jackson,2025-12-26,BUY_LOW,0.464,0.316,0.412,-32.0,True,0.35
Quenton Jackson,2025-12-27,BUY_LOW,0.459,0.381,0.389,-17.0,True,0.9
Quenton Jackson,2025-12-29,BUY_LOW,0.453,0.353,0.45,-22.1,True,0.03
Quinten Post,2025-11-18,BUY_LOW,0.441,0.348,0.452,-21.2,True,0.12
Quinten Post,2025-11-19,BUY_LOW,0.431,0.294,0.477,-31.7,True,0.34
Quinten Post,2025-12-25,BUY_LOW,0.421,0.339,0.433,-19.4,True,0.15
Quinten Post,2025-12-28,BUY_LOW,0.417,0.34,0.533,-18.5,True,1.5
Quinten Post,2025-12-29,BUY_LOW,0.421,0.341,0.516,-19.0,True,1.19
RJ Barrett,2025-11-15,BUY_LOW,0.503,0.42,0.515,-16.4,True,0.14
RJ Barrett,2025-11-21,BUY_LOW,0.5,0.413,0.529,-17.3,True,0.34
Rayan Rupert,2025-12-31,SELL_HIGH,0.379,0.438,0.286,15.3,True,1.61
